MUNICIPIO,UF,SUBSTANCIA,latitude,longitude
Canavieiras,BA,Turfa,-15.607,-39.029
Rio de Contas,BA,Ouro,-13.578,-41.800
Livramento de Nossa Senhora,BA,Ouro,-13.600,-41.803
Livramento de Nossa Senhora,BA,Ouro,-13.617,-41.823
Livramento de Nossa Senhora,BA,Ouro,-13.644,-41.839
Livramento de Nossa Senhora,BA,Ouro,-13.712,-41.984
Firmino Alves,BA,Ouro,-14.982,-39.928
Itapebi,BA,Ouro,-15.967,-39.668
Campanha,MG,Ouro,-21.845,-45.396
Campanha,MG,Ouro,-21.854,-45.403
Campanha,MG,Ouro,-21.857,-45.406
Campanha,MG,Ouro,-21.838,-45.389
Campanha,MG,Ouro,-21.838,-45.385
Campanha,MG,Ouro,-21.845,-45.377
Campanha,MG,Ouro,-21.846,-45.374
Campanha,MG,Ouro,-21.826,-45.373
Novo Hamburgo,RS,Saibro,-29.813,-51.029
Caxias do Sul,RS,"Ametista, Calcedônia, Quartzo hialino (Cristal de rocha), Ágata",-28.883,-50.965
Lajedão,BA,Granito,-17.555,-40.276
Itanhém,BA,Gnaisse,-17.055,-40.380
Lajedão,BA,Rocha ornamental,-17.567,-40.412
Lajedão,BA,Granito,-17.633,-40.332
Caravelas,BA,Grafita,-17.679,-39.918
Ibirapuã,BA,Gnaisse,-17.718,-40.141
Ibirapuã,BA,Rocha ornamental,-17.736,-40.193
Nova Viçosa,BA,Granito,-17.844,-40.011
Mucuri,BA,Granito,-17.889,-40.122
Nova Viçosa,BA,Argila,-17.840,-39.799
Mucuri,BA,Argila,-17.859,-40.161
Nova Viçosa,BA,Argila,-17.921,-40.042
São Luís do Quitunde,AL,Argila,-9.278,-35.565
Passo de Camaragibe,AL,Argila,-9.253,-35.568
Matriz de Camaragibe,AL,Argila,-9.150,-35.532
Maceió,AL,Argila,-9.544,-35.670
Pilar,AL,Argila,-9.633,-35.974
Maceió,AL,"Areia, Argila",-9.523,-35.649
Matriz de Camaragibe,AL,"Areia, Caulim",-9.164,-35.556
Passo de Camaragibe,AL,Caulim,-9.280,-35.536
Satuba,AL,"Areia, Argila",-9.580,-35.832
Penedo,AL,"Areia, Cascalho",-10.307,-36.415
Penedo,AL,"Areia, Cascalho",-10.325,-36.523
Penedo,AL,Areia,-10.289,-36.437
Penedo,AL,"Argilito, Cascalho",-10.318,-36.488
Penedo,AL,Argila,-10.261,-36.484
Itagimirim,BA,Grafita,-16.067,-39.623
Itagimirim,BA,Saibro,-16.073,-39.632
Itagimirim,BA,Muscovita,-16.126,-39.659
Itagimirim,BA,Grafita,-16.248,-39.904
Eunápolis,BA,Argila,-16.267,-39.585
Eunápolis,BA,Argila,-16.268,-39.581
Eunápolis,BA,Saibro,-16.298,-39.638
Eunápolis,BA,Areia,-16.324,-39.516
Mata,RS,Madeira fossilizada,-29.603,-54.483
São Pedro do Sul,RS,Madeira fossilizada,-29.603,-54.159
São Pedro do Sul,RS,Madeira fossilizada,-29.630,-54.299
Cândido Sales,BA,Muscovita,-15.481,-41.170
Macarani,BA,Muscovita,-15.646,-40.323
Maiquinique,BA,Muscovita,-15.662,-40.274
Macarani,BA,Muscovita,-15.673,-40.335
Macarani,BA,Muscovita,-15.689,-40.323
Macarani,BA,Muscovita,-15.696,-40.317
Macarani,BA,Muscovita,-15.700,-40.309
Macarani,BA,Muscovita,-15.713,-40.336
Macarani,BA,Muscovita,-15.721,-40.344
Ribeirão do Largo,BA,"Berílio, Muscovita",-15.395,-40.667
Macarani,BA,"Berílio, Muscovita",-15.602,-40.435
Itarantim,BA,Nióbio,-15.689,-40.064
Ribeirão do Largo,BA,"Berílio, Nióbio",-15.331,-40.620
Encruzilhada,BA,"Berílio, Nióbio",-15.587,-40.935
Cândido Sales,BA,"Nióbio, Quartzo",-15.528,-41.156
Oliveira dos Brejinhos,BA,Níquel,-12.183,-42.671
Muquém de São Francisco,BA,Níquel,-12.143,-43.354
Queimadas,BA,Níquel,-10.975,-39.995
Gentio do Ouro,BA,Ouro,-11.466,-42.499
Brotas de Macaúbas,BA,Ouro,-12.020,-42.545
Gentio do Ouro,BA,Ouro,-11.612,-42.574
Gentio do Ouro,BA,Ouro,-11.576,-42.484
Gentio do Ouro,BA,Ouro,-11.562,-42.479
Gentio do Ouro,BA,Ouro,-11.482,-42.528
Gentio do Ouro,BA,Ouro,-11.473,-42.468
Gentio do Ouro,BA,Ouro,-11.460,-42.499
Gentio do Ouro,BA,Ouro,-11.459,-42.518
São Gabriel,RS,Folhelho pirobetuminoso,-30.478,-54.704
Dom Pedrito,RS,Folhelho pirobetuminoso,-30.792,-54.858
Caiçara,RS,"Ametista, Jaspe, Quartzo hialino (Cristal de rocha), Ágata",-27.213,-53.457
Caiçara,RS,"Ametista, Jaspe, Quartzo hialino (Cristal de rocha)",-27.217,-53.476
Santiago,RS,"Calcedônia, Jaspe",-29.213,-54.743
Itaboraí,RJ,Areia,-22.693,-42.837
Itaboraí,RJ,Areia,-22.748,-42.968
Cachoeiras de Macacu,RJ,Areia,-22.568,-42.851
Itaboraí,RJ,Argila,-22.733,-42.945
Itaboraí,RJ,Argila,-22.746,-42.950
Barro,CE,Cobre,-7.056,-38.803
Barro,CE,Cobre,-7.067,-38.767
Barro,CE,Cobre,-7.009,-38.863
Barro,CE,Cobre,-7.021,-38.875
São José de Piranhas,PB,Pirita,-7.142,-38.659
São José de Piranhas,PB,Pirita,-7.121,-38.642
Igaracy,PB,Ouro,-7.170,-38.092
Catingueira,PB,Ouro,-7.009,-37.646
Ibiara,PB,Ouro,-7.475,-38.392
Santa Teresinha,PB,Ouro,-7.125,-37.529
Catingueira,PB,Ouro,-7.125,-37.550
Catingueira,PB,Ouro,-7.135,-37.559
Mãe d'Água,PB,Ouro,-7.250,-37.509
Pedra Branca,PB,Ouro,-7.559,-38.100
Catingueira,PB,Níquel,-7.217,-37.534
Barro,CE,Chumbo,-7.145,-38.688
São José de Piranhas,PB,Chumbo,-7.138,-38.596
São José de Piranhas,PB,Chumbo,-7.120,-38.575
São José de Piranhas,PB,Chumbo,-7.121,-38.538
Junco do Seridó,PB,Asbesto,-7.013,-36.739
Assunção,PB,Asbesto,-7.059,-36.746
Cajazeirinhas,PB,Asbesto,-7.005,-37.809
Emas,PB,Asbesto,-7.034,-37.746
Santana de Mangueira,PB,Asbesto,-7.684,-38.428
Belém do Brejo do Cruz,PB,Tungstênio,-6.150,-37.392
Belém do Brejo do Cruz,PB,Tungstênio,-6.161,-37.392
Belém do Brejo do Cruz,PB,Tungstênio,-6.138,-37.371
Alto Paraíso,RO,Estanho,-9.700,-63.234
Ariquemes,RO,Estanho,-9.800,-63.034
Itapuã do Oeste,RO,Estanho,-9.128,-62.918
Porto Velho,RO,Estanho,-9.417,-65.016
Lábrea,AM,Estanho,-9.300,-65.175
Campo Novo de Rondônia,RO,Estanho,-10.572,-63.610
Porto Velho,RO,"Estanho, Ouro",-8.473,-63.537
Porto Velho,RO,Ouro,-9.600,-65.112
Rolim de Moura,RO,Ouro,-11.826,-61.900
Vilhena,RO,Diamante,-11.558,-60.414
Porto Velho,RO,Ouro,-9.611,-65.422
Ariquemes,RO,Ouro,-10.161,-62.799
Porto Velho,RO,Argila,-8.861,-63.898
Porto Velho,RO,Argila,-8.795,-63.744
Porto Velho,RO,Argila,-8.708,-63.830
Porto Velho,RO,Ouro,-8.734,-63.924
Porto Velho,RO,Ouro,-8.767,-63.918
Porto Velho,RO,Ouro,-8.588,-63.713
Porto Velho,RO,Ouro,-8.577,-63.715
Porto Velho,RO,Argila,-8.745,-63.836
Porto Velho,RO,Argila,-8.740,-63.848
Porto Velho,RO,Argila,-8.806,-63.850
Ouro Preto do Oeste,RO,Areia,-10.751,-62.166
Ouro Preto do Oeste,RO,Areia,-10.756,-62.174
Pimenta Bueno,RO,Diamante,-12.027,-61.137
Colorado do Oeste,RO,Ouro,-13.264,-60.364
Guajará-Mirim,RO,Diamante,-10.967,-63.867
Campo Novo de Rondônia,RO,Estanho,-10.606,-63.545
Campo Novo de Rondônia,RO,Estanho,-10.609,-63.720
Rio Crespo,RO,Estanho,-9.748,-62.766
Ariquemes,RO,Estanho,-9.842,-62.546
Ariquemes,RO,Estanho,-9.842,-62.800
Rio Crespo,RO,Estanho,-9.587,-62.804
Nova Mamoré,RO,Ouro,-10.348,-65.363
Itapuã do Oeste,RO,"Estanho, Nióbio",-9.363,-63.047
Colorado do Oeste,RO,Ouro,-13.109,-60.427
Colorado do Oeste,RO,Ouro,-13.073,-60.537
Corumbiara,RO,Ouro,-12.927,-60.946
Novo Horizonte do Oeste,RO,Ouro,-11.800,-62.075
Novo Horizonte do Oeste,RO,Ouro,-11.817,-62.068
Beberibe,CE,Diatomita,-4.359,-37.955
Beberibe,CE,Diatomita,-4.369,-37.960
Beberibe,CE,Diatomita,-4.300,-37.980
Beberibe,CE,Diatomita,-4.290,-38.027
Beberibe,CE,Diatomita,-4.304,-38.100
Beberibe,CE,Diatomita,-4.389,-38.167
Beberibe,CE,Diatomita,-4.180,-38.167
Beberibe,CE,Diatomita,-4.219,-38.125
Beberibe,CE,Diatomita,-4.284,-38.149
Beberibe,CE,Diatomita,-4.200,-38.092
Pacajus,CE,Manganês,-4.192,-38.414
Pacajus,CE,Manganês,-4.180,-38.430
Baturité,CE,Manganês,-4.547,-38.759
Ibaretama,CE,Manganês,-4.637,-38.722
Quixadá,CE,Manganês,-4.729,-38.897
Palmácia,CE,Manganês,-4.127,-38.794
Russas,CE,Berílio,-4.750,-38.232
Russas,CE,Berílio,-4.715,-38.234
Beberibe,CE,Berílio,-4.442,-38.329
Cascavel,CE,Berílio,-4.432,-38.322
Cascavel,CE,Berílio,-4.430,-38.342
Cascavel,CE,Berílio,-4.417,-38.344
Cascavel,CE,Berílio,-4.410,-38.359
Cascavel,CE,Berílio,-4.400,-38.355
Cascavel,CE,Berílio,-4.395,-38.365
Cascavel,CE,Berílio,-4.405,-38.367
Cascavel,CE,Berílio,-4.460,-38.342
Cascavel,CE,Berílio,-4.484,-38.344
Cascavel,CE,Berílio,-4.209,-38.379
Itapiúna,CE,Berílio,-4.530,-38.904
Russas,CE,Mica,-4.744,-38.119
Russas,CE,Mica,-4.734,-38.225
Frei Martinho,PB,"Berílio, Nióbio, Tântalo",-6.417,-36.484
Frei Martinho,PB,Berílio,-6.473,-36.478
Picuí,PB,"Berílio, Nióbio, Tântalo",-6.506,-36.444
Picuí,PB,Berílio,-6.525,-36.431
Frei Martinho,PB,"Berílio, Tântalo",-6.468,-36.434
Picuí,PB,"Berílio, Estanho, Nióbio",-6.475,-36.406
Picuí,PB,"Berílio, Estanho, Nióbio, Tântalo",-6.485,-36.404
Picuí,PB,"Berílio, Nióbio, Tântalo",-6.520,-36.409
Picuí,PB,"Berílio, Nióbio, Tântalo",-6.475,-36.381
Picuí,PB,Berílio,-6.487,-36.392
Picuí,PB,"Berílio, Nióbio, Tântalo",-6.451,-36.386
Picuí,PB,"Berílio, Nióbio, Tântalo",-6.504,-36.359
Picuí,PB,"Berílio, Estanho, Nióbio, Tântalo",-6.520,-36.350
Picuí,PB,"Berílio, Nióbio, Tântalo",-6.553,-36.378
Picuí,PB,"Nióbio, Tântalo",-6.468,-36.384
Picuí,PB,"Berílio, Nióbio, Tântalo",-6.409,-36.414
Frei Martinho,PB,"Berílio, Nióbio, Tântalo",-6.387,-36.442
Frei Martinho,PB,"Berílio, Nióbio, Tântalo",-6.389,-36.387
Picuí,PB,"Berílio, Nióbio, Tântalo",-6.423,-36.356
Picuí,PB,Berílio,-6.409,-36.339
Picuí,PB,"Berílio, Nióbio, Tântalo",-6.389,-36.354
Picuí,PB,"Berílio, Mica, Nióbio, Tântalo",-6.354,-36.353
Frei Martinho,PB,"Berílio, Feldspato, Lítio, Muscovita, Nióbio, Tântalo",-6.384,-36.471
São José de Espinharas,PB,Berílio,-6.765,-37.470
Parelhas,RN,"Berílio, Nióbio, Tântalo",-6.720,-36.692
Parelhas,RN,"Berílio, Nióbio, Tântalo",-6.728,-36.625
Parelhas,RN,"Berílio, Nióbio, Tântalo",-6.637,-36.642
Nova Palmeira,PB,"Berílio, Cério, Nióbio, Tântalo",-6.725,-36.519
Carnaúba dos Dantas,RN,"Berílio, Nióbio, Tântalo",-6.578,-36.475
Nova Palmeira,PB,"Nióbio, Tântalo",-6.639,-36.490
Nova Palmeira,PB,"Molibdênio, Nióbio, Tântalo",-6.617,-36.486
Nova Palmeira,PB,"Berílio, Nióbio, Tântalo",-6.653,-36.486
Nova Palmeira,PB,Tântalo,-6.646,-36.484
Nova Palmeira,PB,"Nióbio, Tântalo",-6.679,-36.483
Nova Palmeira,PB,"Berílio, Nióbio, Tântalo",-6.700,-36.471
Pedra Lavrada,PB,"Berílio, Feldspato, Muscovita, Tântalo",-6.768,-36.492
Parelhas,RN,"Berílio, Nióbio",-6.688,-36.634
Parelhas,RN,"Berílio, Nióbio, Tântalo",-6.715,-36.649
Carnaúba dos Dantas,RN,"Berílio, Tântalo",-6.555,-36.494
Equador,RN,"Berílio, Nióbio",-6.910,-36.620
São José do Sabugi,PB,Bário,-6.865,-36.800
São José do Sabugi,PB,Bário,-6.863,-36.800
Florânia,RN,Calcário,-6.242,-36.889
Florânia,RN,Calcário,-6.163,-36.857
Florânia,RN,Calcário,-6.196,-36.879
Parelhas,RN,Calcário,-6.790,-36.648
Equador,RN,Calcário,-6.843,-36.661
Acari,RN,Calcário,-6.330,-36.606
Acari,RN,Calcário,-6.319,-36.613
Acari,RN,Calcário,-6.298,-36.621
Caicó,RN,Calcário,-6.607,-37.080
Caicó,RN,Calcário,-6.508,-37.170
Caicó,RN,Calcário,-6.494,-37.179
Santana do Seridó,RN,Calcário,-6.739,-36.731
São José do Seridó,RN,Mármore,-6.471,-36.912
Ouro Branco,RN,Calcário,-6.759,-36.940
Ouro Branco,RN,Calcário,-6.618,-36.949
Piripiri,PI,Ferro,-4.283,-41.650
Piripiri,PI,Pirita,-4.253,-41.654
Lagoa de São Francisco,PI,Quartzo,-4.347,-41.604
Flores,PE,Água mineral,-8.002,-37.708
Serra Talhada,PE,Granito,-8.025,-38.457
Flores,PE,Calcário,-8.050,-37.855
Flores,PE,Calcário,-8.056,-37.887
Flores,PE,Calcário,-8.073,-37.876
Flores,PE,Calcário,-8.078,-37.833
Custódia,PE,"Ferro, Titânio",-8.082,-37.737
Serra Talhada,PE,Granito,-8.087,-38.393
Betânia,PE,Calcário,-8.097,-37.884
Mirandiba,PE,Mármore,-8.213,-38.776
Betânia,PE,Calcário,-8.108,-37.837
Serra Talhada,PE,Calcário,-8.108,-38.602
Serra Talhada,PE,Calcário,-8.109,-38.596
Serra Talhada,PE,Calcário,-8.118,-38.135
Serra Talhada,PE,Mármore,-8.128,-38.141
Serra Talhada,PE,Granito,-8.130,-38.334
Mirandiba,PE,Talco,-8.167,-38.649
Mirandiba,PE,Talco,-8.145,-38.641
Serra Talhada,PE,Granito,-8.151,-38.412
Salgueiro,PE,Calcário,-8.159,-38.997
Mirandiba,PE,Granito,-8.162,-38.811
Serra Talhada,PE,Calcário,-8.162,-38.250
Mirandiba,PE,Calcário,-8.165,-38.676
Mirandiba,PE,Talco,-8.168,-38.660
Serra Talhada,PE,Calcário,-8.168,-38.322
Salgueiro,PE,Calcário,-8.170,-38.908
Mirandiba,PE,Calcário,-8.172,-38.676
Serra Talhada,PE,Granito,-8.178,-38.523
Mirandiba,PE,Quartzo hialino (Cristal de rocha),-8.179,-38.671
Serra Talhada,PE,Calcário,-8.185,-38.173
São Mamede,PB,Tungstênio,-6.959,-37.125
São Mamede,PB,Tungstênio,-6.975,-37.135
São Mamede,PB,Tungstênio,-6.981,-37.112
São Mamede,PB,Tungstênio,-6.964,-37.098
São Mamede,PB,Tungstênio,-6.957,-37.072
São Mamede,PB,Tungstênio,-6.930,-37.104
São Mamede,PB,Tungstênio,-6.921,-37.079
São Mamede,PB,Tungstênio,-6.942,-37.040
São Mamede,PB,Tungstênio,-6.986,-36.979
São Mamede,PB,Tungstênio,-6.988,-36.975
São Mamede,PB,Tungstênio,-6.955,-36.975
São Mamede,PB,Tungstênio,-6.895,-37.127
São Mamede,PB,Tungstênio,-6.863,-37.104
São Mamede,PB,Tungstênio,-6.859,-37.075
Várzea,PB,Tungstênio,-6.830,-37.059
Caririaçu,CE,Amianto,-6.973,-39.281
Acopiara,CE,Ametista,-6.075,-39.573
Catarina,CE,Ametista,-6.223,-39.970
Lavras da Mangabeira,CE,Ametista,-6.806,-39.164
Iguatu,CE,Argila,-6.314,-39.331
Iguatu,CE,Argila,-6.359,-39.270
Iguatu,CE,Argila,-6.370,-39.275
Jucás,CE,Argila,-6.459,-39.463
Cariús,CE,Argila,-6.737,-39.525
Arneiroz,CE,Calcário,-6.125,-39.939
Acopiara,CE,Calcário,-6.104,-39.815
Acopiara,CE,Calcário,-6.120,-39.809
Catarina,CE,Calcário,-6.137,-39.837
Acopiara,CE,Calcário,-6.142,-39.806
Catarina,CE,Calcário,-6.145,-39.836
Acopiara,CE,Calcário,-6.109,-39.625
Catarina,CE,Calcário,-6.288,-39.970
Saboeiro,CE,Calcário,-6.237,-39.742
Lábrea,AM,Estanho,-9.146,-65.478
Lábrea,AM,Estanho,-9.124,-65.478
Lábrea,AM,Estanho,-9.113,-65.523
Amapá,AP,Ouro,2.031,-51.026
Pracuúba,AP,Ouro,1.825,-51.023
Tartarugalzinho,AP,Ouro,1.532,-50.949
Pracuúba,AP,Ouro,1.473,-51.419
Oiapoque,AP,Ouro,2.510,-51.760
Oiapoque,AP,Ouro,2.470,-51.790
Tartarugalzinho,AP,Ouro,1.320,-51.179
Calçoene,AP,Ouro,2.350,-51.670
Tartarugalzinho,AP,Ouro,1.217,-51.224
Calçoene,AP,Ouro,2.320,-51.660
Calçoene,AP,Ouro,2.330,-51.600
Tartarugalzinho,AP,Ouro,1.173,-51.259
Calçoene,AP,Ouro,2.294,-51.644
Calçoene,AP,Ouro,2.280,-51.610
Pedra Branca do Amapari,AP,Ouro,1.530,-52.730
Serra do Navio,AP,Ouro,1.056,-51.924
Pracuúba,AP,Ouro,1.660,-51.060
Acopiara,CE,Talco,-6.056,-39.670
Catarina,CE,Talco,-6.215,-39.856
Catarina,CE,Talco,-6.239,-39.814
Acopiara,CE,Talco,-6.239,-39.628
Catarina,CE,Talco,-6.292,-39.928
Saboeiro,CE,Talco,-6.409,-39.850
Saboeiro,CE,Turmalina,-6.259,-39.806
Jucás,CE,Vermiculita,-6.425,-39.520
Jucás,CE,Vermiculita,-6.442,-39.572
Serrita,PE,Ferro,-7.885,-39.464
Serrita,PE,Ferro,-7.847,-39.534
Serrita,PE,Ferro,-7.829,-39.455
Bodocó,PE,Ferro,-7.875,-39.783
Serrita,PE,Ferro,-7.994,-39.306
Serrita,PE,"Chumbo, Ouro, Platina",-7.711,-39.277
Serrita,PE,Ferro,-7.947,-39.544
Serrita,PE,Ferro,-7.913,-39.552
Mogeiro,PB,Granito,-7.305,-35.557
Casserengue,PB,Granito,-6.739,-35.883
Casserengue,PB,Granito,-6.788,-35.884
Lagoa Seca,PB,Água mineral,-7.179,-35.860
Santa Rita,PB,Água mineral,-7.133,-34.985
Cabo de Santo Agostinho,PE,Argila,-8.298,-35.054
São Félix do Xingu,PA,Ferro,-6.050,-52.020
Almeirim,PA,Ouro,1.440,-54.180
Calçoene,AP,Ouro,2.347,-51.683
São Félix do Xingu,PA,Ouro,-6.009,-52.086
Parauapebas,PA,Ouro,-6.067,-50.728
São Félix do Xingu,PA,Ouro,-6.088,-51.869
São Félix do Xingu,PA,Ouro,-6.190,-52.178
Tartarugalzinho,AP,Ouro,1.480,-50.937
Parauapebas,PA,Ouro,-6.207,-50.780
Tartarugalzinho,AP,Ouro,1.500,-50.920
Tartarugalzinho,AP,Ouro,1.500,-50.890
Barro,CE,Cobre,-7.009,-38.871
Barro,CE,Cobre,-7.042,-38.792
São Gabriel da Cachoeira,AM,Tântalo,0.120,-69.480
São Gabriel da Cachoeira,AM,Ametista,-0.087,-68.488
São Gabriel da Cachoeira,AM,Tântalo,1.499,-68.179
São Gabriel da Cachoeira,AM,Tântalo,1.936,-68.129
Santa Isabel do Rio Negro,AM,Tântalo,0.499,-66.173
Santa Isabel do Rio Negro,AM,Tântalo,0.501,-66.178
São Gabriel da Cachoeira,AM,Ouro,1.449,-68.108
Barcelos,AM,Nióbio,0.886,-63.678
Barcelos,AM,Nióbio,0.972,-63.653
Barcelos,AM,Nióbio,0.847,-63.252
Santa Isabel do Rio Negro,AM,Nióbio,0.364,-64.573
Barcelos,AM,Nióbio,0.748,-63.740
Barcelos,AM,Nióbio,0.955,-63.526
Santa Isabel do Rio Negro,AM,Estanho,0.488,-64.612
Barcelos,AM,Nióbio,0.959,-63.433
Barcelos,AM,Nióbio,0.956,-63.392
Barcelos,AM,Nióbio,0.968,-63.376
Barcelos,AM,Nióbio,0.980,-63.350
Barcelos,AM,Nióbio,0.949,-63.181
Barcelos,AM,Nióbio,0.934,-63.267
Barcelos,AM,Nióbio,0.901,-63.229
Barcelos,AM,Nióbio,0.811,-63.393
Barcelos,AM,Nióbio,0.798,-63.415
Santa Isabel do Rio Negro,AM,Níquel,0.665,-64.872
Santa Isabel do Rio Negro,AM,Níquel,0.665,-64.677
Santa Isabel do Rio Negro,AM,Ouro,0.209,-64.807
Jacareacanga,PA,Turmalina,-5.855,-57.325
Jacareacanga,PA,Turmalina,-6.275,-57.621
Jacareacanga,PA,Diamante,-6.867,-57.650
Barcelos,AM,Fósforo,0.759,-64.360
Santa Isabel do Rio Negro,AM,Bário,0.335,-64.573
Santa Isabel do Rio Negro,AM,Chumbo,0.544,-64.734
Poço Redondo,SE,Mármore,-9.781,-37.525
Itatuba,PB,Ferro,-7.359,-35.654
Alhandra,PB,Calcário,-7.392,-34.903
Alhandra,PB,Calcário,-7.256,-34.943
João Pessoa,PB,Calcário,-7.193,-34.884
João Pessoa,PB,Calcário,-7.114,-34.881
Umbuzeiro,PB,Calcário,-7.650,-35.667
Itambé,PE,Mármore,-7.395,-35.285
Humaitá,AM,Ouro,-6.745,-62.361
Amajari,RR,Diamante,3.805,-61.751
Alenquer,PA,Diabásio,-0.918,-54.900
Alenquer,PA,Diamante,0.108,-55.153
Novo Progresso,PA,Topázio,-7.525,-55.317
Itaituba,PA,Diamante,-6.218,-55.617
Trairão,PA,Topázio,-5.316,-55.884
Novo Progresso,PA,Topázio,-7.942,-55.984
Novo Progresso,PA,Topázio,-6.775,-56.013
Itaituba,PA,Diamante,-5.900,-56.025
Novo Progresso,PA,Topázio,-6.938,-56.053
Almeirim,PA,Ametista,0.119,-53.956
Itaituba,PA,Ametista,-4.459,-56.334
Oriximiná,PA,Amazonita,1.041,-56.516
Itaituba,PA,Turmalina,-5.906,-56.609
Itaituba,PA,Turmalina,-7.602,-56.624
Itaituba,PA,Turmalina,-7.001,-56.632
Itaituba,PA,Topázio,-5.285,-56.667
Itaituba,PA,Turmalina,-6.534,-56.731
Itaituba,PA,Turmalina,-7.367,-56.788
Itaituba,PA,Topázio,-5.250,-56.792
Jacareacanga,PA,Turmalina,-6.867,-56.853
Jacareacanga,PA,Turmalina,-6.037,-56.863
Anicuns,GO,Mármore,-16.427,-49.871
Itaberaí,GO,Manganês,-16.096,-49.856
Itaberaí,GO,Talco,-16.101,-49.781
Ivolândia,GO,Diamante,-16.577,-50.794
Paraúna,GO,Cianita,-16.808,-50.491
São Luís de Montes Belos,GO,Amianto,-16.503,-50.367
Sanclerlândia,GO,Talco,-16.297,-50.249
Indiara,GO,Mármore,-17.209,-49.821
Edéia,GO,Mármore,-17.363,-49.786
Cachoeira do Sul,RS,Dolomito,-30.337,-52.869
Cachoeira do Sul,RS,Caulim,-30.333,-52.861
Vila Nova do Sul,RS,Calcário,-30.341,-53.938
Lavras do Sul,RS,Ferro,-30.721,-54.367
Dom Pedrito,RS,Feldspato,-30.889,-54.474
Dom Pedrito,RS,Feldspato,-30.891,-54.423
Ouro Preto,MG,Ouro,-20.301,-43.594
Ouro Preto,MG,Ouro,-20.300,-43.579
Santa Bárbara,MG,Ouro,-20.167,-43.613
Belo Vale,MG,Ouro,-20.300,-44.097
Itabirito,MG,Ouro,-20.285,-43.897
Itabirito,MG,Ouro,-20.322,-43.902
Itabirito,MG,Ouro,-20.354,-43.878
Congonhas,MG,Ouro,-20.530,-43.821
Congonhas,MG,Ouro,-20.533,-43.804
Ouro Branco,MG,Ouro,-20.557,-43.778
Ouro Branco,MG,Ouro,-20.567,-43.775
Conselheiro Lafaiete,MG,Ouro,-20.576,-43.785
Conselheiro Lafaiete,MG,Ouro,-20.607,-43.726
Santa Bárbara,MG,Urânio,-20.084,-43.620
Rio Acima,MG,Areia,-20.079,-43.808
Itabirito,MG,Areia,-20.205,-43.845
Rio Acima,MG,Argila,-20.081,-43.796
Mateus Leme,MG,Cascalho,-20.016,-44.440
Santa Bárbara,MG,Quartzo hialino (Cristal de rocha),-20.210,-43.583
Santa Bárbara,MG,Dolomito,-20.081,-43.656
Brumadinho,MG,Gnaisse,-20.174,-44.242
Itabirito,MG,Granito,-20.189,-43.795
Cláudio,MG,Granito,-20.385,-44.691
Itabirito,MG,Granito,-20.296,-43.798
Piracema,MG,Granito,-20.486,-44.505
Niquelândia,GO,"Cobre, Níquel",-14.346,-48.405
Niquelândia,GO,Níquel,-14.284,-48.398
Niquelândia,GO,Níquel,-14.184,-48.373
Niquelândia,GO,Chumbo,-14.282,-48.803
Vila Propício,GO,Quartzo hialino (Cristal de rocha),-14.982,-48.685
Niquelândia,GO,Mica,-14.325,-48.535
Niquelândia,GO,Alumínio,-14.273,-48.514
Niquelândia,GO,Mica,-14.405,-48.479
Ouro Preto,MG,Topázio,-20.434,-43.646
Congonhas,MG,Ferro,-20.473,-43.918
Entre Rios de Minas,MG,Manganês,-20.723,-44.007
Presidente Bernardes,MG,Tântalo,-20.740,-43.238
Santa Bárbara,MG,Ouro,-20.017,-43.468
Santa Bárbara,MG,Ouro,-20.022,-43.463
Catas Altas,MG,Ouro,-20.038,-43.466
Mariana,MG,Ouro,-20.163,-43.417
Mariana,MG,Ouro,-20.194,-43.359
Mariana,MG,Ouro,-20.241,-43.425
Rio Doce,MG,Ouro,-20.255,-42.915
Mariana,MG,"Arsênio, Ouro",-20.355,-43.432
Ouro Preto,MG,Ouro,-20.370,-43.471
Mariana,MG,Ouro,-20.376,-43.458
Mariana,MG,Ouro,-20.376,-43.425
Mariana,MG,Ouro,-20.340,-43.273
Taquaraçu de Minas,MG,Areia,-19.704,-43.748
Caeté,MG,"Argila, Caulim",-19.874,-43.657
Taquaraçu de Minas,MG,Argila,-19.643,-43.684
Jaboticatubas,MG,Calcário,-19.555,-43.681
Lagoa Santa,MG,Calcário,-19.677,-43.902
Correntina,BA,Manganês,-13.406,-44.563
Brotas de Macaúbas,BA,Manganês,-12.116,-42.382
Barreiras,BA,Manganês,-11.859,-45.250
Sento Sé,BA,Cobre,-9.897,-41.318
Morada Nova de Minas,MG,Calcário,-18.349,-45.470
Carmo do Paranaíba,MG,Diamante,-18.737,-46.052
Varjão de Minas,MG,Bentonita,-18.365,-45.962
João Pinheiro,MG,Bentonita,-18.217,-45.865
Felixlândia,MG,"Dolomito, Fósforo",-18.589,-45.021
Mato Verde,MG,Caulim,-15.467,-42.801
Arinos,MG,Calcário,-15.455,-46.217
Monte Alegre de Goiás,GO,Zinco,-13.200,-46.579
Itamarandiba,MG,"Grafita, Xisto",-17.988,-42.662
Capelinha,MG,Grafita,-17.778,-42.488
Presidente Kubitschek,MG,"Diamante, Ouro",-18.625,-43.556
Gouveia,MG,"Diamante, Ouro",-18.623,-43.757
Conceição do Mato Dentro,MG,"Diamante, Ouro",-18.664,-43.814
