uf;latitude;longitude;substancia
GO;-14201;-49227;Ouro
GO;-14155;-49240;Ouro
GO;-14040;-49307;Ouro
GO;-13732;-47322;Ouro
GO;-13552;-47254;Ouro
GO;-13645;-47008;Ouro
GO;-13384;-46933;Ouro
GO;-13394;-46941;Ouro
GO;-13262;-46900;Ouro
GO;-14498;-49986;Ouro
GO;-14478;-49956;Ouro
GO;-13397;-49087;Ouro
GO;-14239;-49379;Ouro
GO;-13192;-46838;Ouro
AL;-9678;-36731;Ouro
CE;-5489;-40488;Ouro
CE;-5489;-40304;Ouro
CE;-5481;-40308;Ouro
CE;-5488;-40205;Ouro
RR;3691;-61691;Ouro
RR;3668;-61701;Ouro
PA;-6071;-57341;Ouro
AM;-6014;-58138;Ouro
AM;-6192;-58467;Ouro
PA;-6164;-57390;Ouro
PA;-6134;-57391;Ouro
PA;-5349;-57553;Ouro
PA;-5345;-57489;Ouro
PA;-5329;-57485;Ouro
AM;-5327;-57771;Ouro
PA;-5551;-57600;Ouro
PA;-5777;-57023;Ouro
AM;-5020;-57782;Ouro
PA;-5147;-57631;Ouro
AP;1013;-52179;Ouro
AP;1690;-51429;Ouro
AP;1503;-51408;Ouro
AP;1624;-51092;Ouro
AP;1972;-51652;Ouro
AP;1979;-51187;Ouro
AP;1382;-51034;Ouro
AP;1395;-51109;Ouro
AP;1358;-51096;Ouro
AP;1333;-51094;Ouro
AP;1205;-51170;Ouro
AP;1194;-51175;Ouro
AP;1331;-51144;Ouro
AP;1337;-51147;Ouro
AP;1061;-51501;Ouro
AP;1060;-51950;Ouro
AP;1056;-51890;Ouro
AP;1028;-51861;Ouro
AP;1190;-52415;Ouro
AP;1149;-52363;Ouro
AP;1145;-52320;Ouro
AP;1756;-51218;Ouro
AP;1724;-51208;Ouro
AP;1727;-51191;Ouro
AP;1725;-51166;Ouro
AP;1736;-51134;Ouro
AP;1724;-51100;Ouro
AP;1728;-51088;Ouro
AP;1726;-51061;Ouro
AP;1720;-51036;Ouro
AP;1780;-51438;Ouro
AP;1757;-51438;Ouro
AP;1093;-51491;Ouro
AP;1428;-51066;Ouro
AP;1470;-51164;Ouro
AP;1203;-51320;Ouro
AP;1747;-51029;Ouro
AP;1707;-51046;Ouro
AP;1184;-51279;Ouro
AP;1913;-51235;Ouro
AP;1755;-51439;Ouro
AP;1923;-51256;Ouro
AP;1727;-51048;Ouro
AP;1493;-51062;Ouro
AP;1674;-51269;Ouro
AP;1862;-51287;Ouro
AP;1682;-51107;Ouro
AP;1554;-51092;Ouro
AP;1523;-52491;Ouro
AP;1536;-52036;Ouro
AP;1182;-52208;Ouro
AP;1182;-52480;Ouro
AP;1145;-52359;Ouro
AP;1098;-52292;Ouro
AP;1021;-52220;Ouro
AP;1007;-52066;Ouro
AP;1850;-52177;Ouro
AP;1510;-52125;Ouro
MA;-2407;-46202;Ouro
MA;-2401;-46191;Ouro
MA;-2389;-46215;Ouro
MA;-2379;-46221;Ouro
MA;-2375;-46221;Ouro
MA;-2371;-46216;Ouro
MA;-2342;-46252;Ouro
MA;-2324;-46278;Ouro
MA;-2315;-46283;Ouro
MA;-2448;-46148;Ouro
MA;-2440;-46153;Ouro
MA;-2454;-46153;Ouro
MA;-2443;-46162;Ouro
MA;-2181;-46169;Ouro
MA;-2197;-46173;Ouro
MA;-2215;-46181;Ouro
MA;-2426;-46181;Ouro
MA;-2324;-46181;Ouro
MA;-2227;-46182;Ouro
MA;-2198;-46186;Ouro
MA;-2406;-46186;Ouro
MA;-2203;-46189;Ouro
MA;-2165;-46192;Ouro
MA;-2419;-46197;Ouro
MA;-2378;-46200;Ouro
MA;-2410;-46201;Ouro
MA;-2404;-46202;Ouro
MA;-2375;-46203;Ouro
MA;-2328;-46209;Ouro
MA;-2371;-46215;Ouro
MA;-2249;-46215;Ouro
MA;-2264;-46219;Ouro
MA;-2258;-46222;Ouro
MA;-2310;-46229;Ouro
MA;-2352;-46231;Ouro
MA;-2244;-46238;Ouro
MA;-2250;-46240;Ouro
MA;-2299;-46243;Ouro
MA;-2296;-46246;Ouro
MA;-2306;-46255;Ouro
MA;-2337;-46263;Ouro
MA;-2332;-46267;Ouro
MA;-2325;-46268;Ouro
MA;-2328;-46273;Ouro
MA;-2304;-46274;Ouro
MA;-2213;-46276;Ouro
MA;-2323;-46277;Ouro
MA;-2250;-46279;Ouro
MA;-2246;-46280;Ouro
MA;-2307;-46280;Ouro
MA;-2321;-46280;Ouro
MA;-2312;-46281;Ouro
MA;-2315;-46283;Ouro
MA;-2292;-46285;Ouro
MA;-2298;-46285;Ouro
MA;-2293;-46286;Ouro
MA;-2306;-46286;Ouro
MA;-2279;-46287;Ouro
MA;-2291;-46288;Ouro
MA;-2901;-46288;Ouro
MA;-2288;-46293;Ouro
MA;-2638;-46293;Ouro
MA;-1320;-45580;Ouro
MA;-1420;-45610;Ouro
MA;-1540;-45710;Ouro
MA;-1267;-45744;Ouro
MA;-1388;-45757;Ouro
MA;-1330;-45780;Ouro
MA;-2416;-46025;Ouro
MA;-2497;-46093;Ouro
MA;-2448;-46104;Ouro
MA;-2485;-46107;Ouro
MA;-2463;-46116;Ouro
MA;-2434;-46139;Ouro
MA;-2417;-46158;Ouro
MA;-2346;-46242;Ouro
MA;-2316;-46262;Ouro
MA;-2305;-46281;Ouro
MA;-2264;-46329;Ouro
MA;-2250;-46350;Ouro
MA;-2250;-46414;Ouro
MA;-1557;-45583;Ouro
MA;-1363;-45932;Ouro
MA;-1598;-46058;Ouro
MA;-1615;-46073;Ouro
MA;-2266;-46303;Ouro
MA;-2256;-46220;Ouro
MA;-2342;-46252;Ouro
MA;-2283;-46294;Ouro
MA;-2199;-46290;Ouro
MA;-2284;-46299;Ouro
MA;-2280;-46300;Ouro
MA;-2246;-46302;Ouro
MA;-2267;-46304;Ouro
MA;-2261;-46309;Ouro
MA;-2259;-46314;Ouro
MA;-2263;-46314;Ouro
MA;-2248;-46319;Ouro
MA;-2533;-46319;Ouro
MA;-2260;-46320;Ouro
MA;-2238;-46340;Ouro
MA;-2235;-46343;Ouro
MA;-2338;-46380;Ouro
MA;-1551;-45357;Ouro
MA;-1295;-45756;Ouro
MA;-2392;-46202;Ouro
SP;-24838;-48177;Ouro
SP;-24965;-48179;Ouro
SP;-24514;-48290;Ouro
SP;-24538;-48266;Ouro
SP;-24526;-48281;Ouro
SP;-24521;-48285;Ouro
SP;-24544;-48263;Ouro
SP;-24560;-48267;Ouro
SP;-24589;-48261;Ouro
SP;-24558;-48467;Ouro
SP;-24559;-48456;Ouro
SP;-24555;-48486;Ouro
SP;-24596;-48333;Ouro
SP;-24602;-48368;Ouro
SP;-24981;-48177;Ouro
SP;-24559;-48219;Ouro
SP;-24567;-48469;Ouro
SP;-24549;-48464;Ouro
SP;-24565;-48441;Ouro
SP;-24924;-48417;Ouro
SP;-24583;-48251;Ouro
SP;-24560;-48175;Ouro
SP;-24772;-48031;Ouro
SP;-24512;-48146;Ouro
SP;-24512;-48078;Ouro
SP;-24584;-48272;Ouro
SP;-24564;-48274;Ouro
SP;-24555;-48219;Ouro
SP;-24546;-48218;Ouro
SP;-24536;-48222;Ouro
SP;-24949;-48030;Ouro
SP;-24811;-48217;Ouro
PA;-5944;-49662;Ouro
PA;-5930;-49669;Ouro
PA;-5988;-49533;Ouro
PA;-5921;-49629;Ouro
PA;-5939;-49674;Ouro
PA;-5915;-49990;Ouro
PA;-5934;-49977;Ouro
PA;-5965;-49667;Ouro
PA;-5957;-49657;Ouro
PA;-5935;-49618;Ouro
PA;-5912;-49534;Ouro
PA;-5916;-49647;Ouro
PE;-8007;-39560;Ouro
PE;-8004;-39566;Ouro
RN;-5980;-36149;Ouro
RN;-5820;-36143;Ouro
RN;-5842;-36134;Ouro
RN;-5752;-36115;Ouro
RN;-5784;-36124;Ouro
RN;-5782;-36127;Ouro
PA;-4648;-50398;Ouro
PA;-4227;-50504;Ouro
RO;-13134;-60508;Ouro
RO;-13160;-60506;Ouro
RO;-13163;-60504;Ouro
RO;-13094;-60556;Ouro
RO;-9539;-62351;Ouro
RO;-9559;-62341;Ouro
CE;-3383;-39986;Ouro
RO;-11821;-62282;Ouro
RN;-6049;-36189;Ouro
RN;-6048;-36186;Ouro
RN;-6028;-36166;Ouro
RN;-6211;-36293;Ouro
RN;-6202;-36312;Ouro
RN;-6201;-36285;Ouro
RN;-6196;-36291;Ouro
RN;-6213;-36294;Ouro
RN;-6209;-36326;Ouro
PI;-8486;-41874;Ouro
MT;-14577;-59666;Ouro
MT;-14618;-59741;Ouro
MT;-14562;-59949;Ouro
MT;-14582;-59744;Ouro
MT;-14588;-59717;Ouro
MT;-14913;-59569;Ouro
MT;-14939;-59536;Ouro
MT;-14514;-59787;Ouro
MT;-14541;-59788;Ouro
MT;-14851;-59650;Ouro
AP;408;-51734;Ouro
AP;983;-52089;Ouro
AP;937;-52077;Ouro
AP;997;-52074;Ouro
AP;856;-51951;Ouro
AP;873;-51936;Ouro
AP;627;-51638;Ouro
AP;168;-51698;Ouro
AP;683;-51567;Ouro
AP;653;-51723;Ouro
AP;545;-51850;Ouro
AP;561;-51831;Ouro
AP;442;-51616;Ouro
AP;2395;-51711;Ouro
AP;2346;-52383;Ouro
AP;2354;-52438;Ouro
AP;2475;-52492;Ouro
AP;2840;-52344;Ouro
AP;2625;-52195;Ouro
AP;2783;-52476;Ouro
AP;2516;-51748;Ouro
AP;2528;-51729;Ouro
AP;2579;-51684;Ouro
AP;2559;-51688;Ouro
AP;2567;-51701;Ouro
AP;2563;-51705;Ouro
AP;2535;-51653;Ouro
AP;2333;-51634;Ouro
AP;2344;-51622;Ouro
AP;2376;-51654;Ouro
AP;2373;-51686;Ouro
AP;2400;-51716;Ouro
AP;2370;-51646;Ouro
AP;2293;-51667;Ouro
AP;2437;-51608;Ouro
AP;2437;-51596;Ouro
AP;2466;-51260;Ouro
AP;2084;-51394;Ouro
AP;2291;-51645;Ouro
AP;2291;-51645;Ouro
AP;2997;-51994;Ouro
AP;2882;-51579;Ouro
AP;2536;-51670;Ouro
AP;2527;-51749;Ouro
AP;2523;-51743;Ouro
AP;2532;-51732;Ouro
AP;2570;-51698;Ouro
AP;2408;-51725;Ouro
AP;2286;-51636;Ouro
AP;2286;-51636;Ouro
AP;2276;-51664;Ouro
AP;2276;-51646;Ouro
AP;2302;-51625;Ouro
AP;967;-52351;Ouro
AP;965;-52028;Ouro
AP;998;-52136;Ouro
AP;998;-52158;Ouro
AP;984;-52111;Ouro
AP;820;-51954;Ouro
AP;773;-51562;Ouro
AP;794;-51673;Ouro
AP;674;-51829;Ouro
SP;-24199;-47615;Ouro
CE;-6762;-38976;Ouro
PA;-6180;-50354;Ouro
PA;-6176;-50349;Ouro
PA;-6488;-55605;Ouro
PA;-6322;-55795;Ouro
PA;-6185;-55986;Ouro
PA;-6465;-55944;Ouro
PA;-6463;-55962;Ouro
PA;-6304;-55904;Ouro
PA;-6371;-55904;Ouro
PA;-6445;-55936;Ouro
PA;-6374;-55795;Ouro
PA;-6235;-55869;Ouro
PA;-6469;-55706;Ouro
PA;-6419;-55968;Ouro
PA;-6308;-55784;Ouro
PA;-6279;-55850;Ouro
PA;-6410;-55597;Ouro
PA;-6473;-55588;Ouro
PA;-6466;-55591;Ouro
PA;-6445;-55582;Ouro
PA;-6457;-55526;Ouro
PA;-6477;-55528;Ouro
PA;-6499;-55600;Ouro
PA;-6307;-55777;Ouro
PA;-6486;-55576;Ouro
PA;-6491;-55591;Ouro
PA;-6469;-55706;Ouro
PA;-6422;-55975;Ouro
PA;-6344;-55742;Ouro
PA;-6338;-55761;Ouro
PA;-6311;-55774;Ouro
PA;-6312;-55799;Ouro
PA;-6315;-55780;Ouro
PA;-6331;-55775;Ouro
PA;-6326;-55779;Ouro
PA;-6328;-55796;Ouro
PA;-6434;-55500;Ouro
PA;-6367;-55617;Ouro
PA;-6233;-55850;Ouro
PA;-6183;-55957;Ouro
PA;-6270;-55779;Ouro
PA;-6266;-55896;Ouro
PA;-6467;-55954;Ouro
PA;-6420;-55953;Ouro
PA;-6317;-55848;Ouro
PA;-6283;-55820;Ouro
PA;-6464;-55556;Ouro
PA;-6469;-55706;Ouro
PA;-6222;-55983;Ouro
PA;-6328;-55830;Ouro
PA;-6333;-55789;Ouro
PA;-6328;-55850;Ouro
PA;-6333;-55775;Ouro
PA;-6332;-55784;Ouro
PA;-6324;-55776;Ouro
PA;-6324;-55787;Ouro
PA;-6319;-55790;Ouro
PA;-6319;-55774;Ouro
PA;-6316;-55784;Ouro
PA;-6188;-55984;Ouro
PA;-6418;-55971;Ouro
PA;-6398;-56258;Ouro
PA;-6385;-56286;Ouro
PA;-6427;-56326;Ouro
PA;-6426;-56337;Ouro
PA;-6386;-56033;Ouro
PA;-6335;-56420;Ouro
PA;-6430;-56052;Ouro
PA;-6388;-56073;Ouro
PA;-6424;-56158;Ouro
PA;-6410;-56164;Ouro
PA;-6355;-56368;Ouro
PA;-6432;-56055;Ouro
PA;-6425;-56284;Ouro
PA;-6388;-56279;Ouro
PA;-6115;-56443;Ouro
PA;-6115;-56448;Ouro
PA;-6055;-56293;Ouro
PA;-6434;-56044;Ouro
PA;-6420;-56054;Ouro
PA;-6414;-56057;Ouro
PA;-6384;-56035;Ouro
PA;-6416;-56059;Ouro
PA;-6436;-56048;Ouro
PA;-6416;-56051;Ouro
PA;-6417;-56061;Ouro
PA;-6358;-56099;Ouro
PA;-6102;-56289;Ouro
PA;-6067;-56300;Ouro
PA;-6261;-56260;Ouro
PA;-6328;-56199;Ouro
PA;-6243;-56325;Ouro
PA;-6375;-56286;Ouro
PA;-6255;-56306;Ouro
PA;-6333;-56250;Ouro
PA;-6373;-56271;Ouro
PA;-6375;-56278;Ouro
PA;-6374;-56274;Ouro
PA;-6407;-56257;Ouro
PA;-6355;-56284;Ouro
PA;-6358;-56282;Ouro
PA;-6360;-56281;Ouro
PA;-6407;-56257;Ouro
PA;-6426;-56337;Ouro
PA;-6379;-56354;Ouro
PA;-6333;-56433;Ouro
PA;-6271;-56430;Ouro
PA;-6234;-56329;Ouro
PA;-6117;-56467;Ouro
PA;-6033;-56383;Ouro
PA;-6056;-56292;Ouro
PA;-6185;-56272;Ouro
PA;-6212;-56295;Ouro
PA;-6233;-56314;Ouro
PA;-6242;-56335;Ouro
PA;-6249;-56348;Ouro
PA;-6252;-56356;Ouro
PA;-6256;-56360;Ouro
PA;-6262;-56363;Ouro
PA;-6269;-56366;Ouro
PA;-6272;-56367;Ouro
PA;-6258;-56373;Ouro
PA;-6261;-56380;Ouro
PA;-6269;-56388;Ouro
PA;-6270;-56398;Ouro
PA;-6268;-56405;Ouro
PA;-6124;-56345;Ouro
PA;-6128;-56358;Ouro
PA;-6129;-56371;Ouro
PA;-6251;-56365;Ouro
PA;-6239;-56339;Ouro
PA;-6243;-56346;Ouro
PA;-6261;-56363;Ouro
PA;-6255;-56401;Ouro
PA;-6254;-56409;Ouro
PA;-6234;-56438;Ouro
PA;-6233;-56440;Ouro
PA;-6220;-56407;Ouro
PA;-6211;-56398;Ouro
PA;-6235;-56401;Ouro
PA;-6234;-56404;Ouro
PA;-6230;-56397;Ouro
PA;-6413;-56143;Ouro
PA;-6409;-56143;Ouro
PA;-6393;-56157;Ouro
PA;-6393;-56164;Ouro
PA;-6406;-56131;Ouro
PA;-6390;-56124;Ouro
PA;-6358;-56141;Ouro
PA;-6390;-56127;Ouro
PA;-6375;-56209;Ouro
PA;-6367;-56126;Ouro
PA;-6347;-56152;Ouro
PA;-6332;-56347;Ouro
PA;-6284;-56377;Ouro
PA;-6290;-56385;Ouro
PA;-6301;-56367;Ouro
PA;-6318;-56386;Ouro
PA;-6339;-56386;Ouro
PA;-6335;-56390;Ouro
PA;-6339;-56438;Ouro
PA;-6333;-56441;Ouro
PA;-6306;-56403;Ouro
PA;-6345;-56238;Ouro
PA;-6440;-56024;Ouro
PA;-6397;-56300;Ouro
PA;-6429;-56336;Ouro
PA;-6488;-56378;Ouro
PA;-6396;-56357;Ouro
PA;-6336;-56282;Ouro
PA;-6349;-56353;Ouro
PA;-6359;-56369;Ouro
PA;-6324;-56387;Ouro
PA;-6311;-56410;Ouro
PA;-6293;-56445;Ouro
PA;-6239;-56419;Ouro
PA;-6206;-56421;Ouro
PA;-6193;-56465;Ouro
PA;-6185;-56456;Ouro
PA;-6152;-56420;Ouro
PA;-6107;-56450;Ouro
PA;-6453;-56016;Ouro
PA;-6443;-56020;Ouro
PA;-6410;-56164;Ouro
PA;-6424;-56158;Ouro
PA;-6398;-56258;Ouro
PA;-6388;-56279;Ouro
PA;-6096;-56243;Ouro
PA;-6425;-56284;Ouro
PA;-6166;-56020;Ouro
PA;-6095;-56216;Ouro
PA;-6079;-56253;Ouro
PA;-6376;-56278;Ouro
PA;-6385;-56286;Ouro
PA;-6427;-56328;Ouro
PA;-6426;-56337;Ouro
PA;-6382;-56433;Ouro
PA;-6302;-56330;Ouro
PA;-6244;-56439;Ouro
PA;-6095;-56216;Ouro
PA;-6096;-56243;Ouro
PA;-6079;-56253;Ouro
PA;-6167;-56017;Ouro
PA;-6334;-56061;Ouro
PA;-6244;-56439;Ouro
PA;-6382;-56375;Ouro
PA;-6302;-56330;Ouro
PA;-6377;-56278;Ouro
PA;-6388;-56281;Ouro
PA;-6387;-56274;Ouro
PA;-6443;-56020;Ouro
MG;-17152;-46915;Ouro
MG;-17182;-46859;Ouro
MG;-17185;-46856;Ouro
MG;-17188;-46863;Ouro
MG;-17205;-46873;Ouro
MG;-17174;-46854;Ouro
MG;-16988;-46956;Ouro
MG;-16970;-46956;Ouro
MG;-17243;-46946;Ouro
MG;-17187;-46871;Ouro
MG;-17076;-46927;Ouro
MG;-17132;-46896;Ouro
MG;-17146;-46911;Ouro
PA;-7376;-50847;Ouro
PA;-7829;-50804;Ouro
PA;-7168;-50001;Ouro
PA;-7372;-50858;Ouro
PA;-7363;-50876;Ouro
PA;-7365;-50872;Ouro
PA;-7372;-50691;Ouro
PA;-7341;-50494;Ouro
PA;-7127;-50036;Ouro
PA;-7172;-49972;Ouro
PA;-7266;-49890;Ouro
PA;-7304;-50099;Ouro
PA;-7452;-49808;Ouro
PA;-7436;-49864;Ouro
PA;-7228;-49927;Ouro
PA;-7184;-49912;Ouro
PA;-7232;-49889;Ouro
PA;-7230;-49876;Ouro
PA;-7233;-49841;Ouro
PA;-7461;-49816;Ouro
PA;-7291;-49743;Ouro
PA;-7125;-50708;Ouro
PA;-7185;-49687;Ouro
PA;-7137;-50705;Ouro
PA;-7167;-49678;Ouro
PA;-7177;-49683;Ouro
PA;-7193;-49633;Ouro
PA;-7129;-50748;Ouro
PA;-7174;-49945;Ouro
PA;-7129;-50748;Ouro
PA;-7390;-50847;Ouro
PA;-7151;-50781;Ouro
PA;-7290;-50709;Ouro
PA;-7369;-50795;Ouro
PA;-7376;-50835;Ouro
PA;-7812;-50815;Ouro
PA;-7853;-50874;Ouro
PA;-7847;-50852;Ouro
PA;-7828;-50843;Ouro
PA;-7395;-50573;Ouro
PA;-7411;-50614;Ouro
PA;-7410;-50626;Ouro
PA;-7404;-50633;Ouro
PA;-7404;-50650;Ouro
PA;-7362;-50863;Ouro
PA;-7359;-50664;Ouro
PA;-7381;-50846;Ouro
PA;-7143;-50695;Ouro
PA;-7131;-50707;Ouro
PA;-7350;-50646;Ouro
PA;-7425;-50501;Ouro
PA;-7811;-50861;Ouro
PA;-7380;-50833;Ouro
PA;-8685;-50832;Ouro
PA;-8929;-50181;Ouro
PA;-8950;-50255;Ouro
PA;-8896;-50293;Ouro
PA;-8710;-50686;Ouro
PA;-8881;-50295;Ouro
PA;-8742;-50360;Ouro
PA;-8747;-50394;Ouro
PA;-5838;-51451;Ouro
PA;-6078;-52253;Ouro
PA;-5898;-51558;Ouro
PA;-6146;-50320;Ouro
PA;-5944;-49668;Ouro
PA;-5927;-49674;Ouro
PA;-6299;-50155;Ouro
PA;-5927;-49674;Ouro
PA;-5936;-49667;Ouro
PA;-5877;-50196;Ouro
PA;-5926;-51524;Ouro
PA;-5897;-51507;Ouro
PA;-5911;-51425;Ouro
PA;-5809;-51594;Ouro
PA;-5899;-51479;Ouro
PA;-5909;-51564;Ouro
PA;-5917;-50391;Ouro
PA;-5667;-51129;Ouro
PA;-5676;-51077;Ouro
PA;-5657;-51143;Ouro
PA;-5664;-51079;Ouro
PA;-5659;-51083;Ouro
PA;-5690;-51078;Ouro
PA;-5690;-51088;Ouro
PA;-5666;-51119;Ouro
PA;-5675;-51120;Ouro
PA;-5729;-51092;Ouro
PA;-5682;-51075;Ouro
RN;-6401;-37173;Ouro
RN;-6262;-37102;Ouro
RN;-6316;-37139;Ouro
RN;-6449;-37191;Ouro
RN;-5916;-35590;Ouro
MG;-21132;-44263;Ouro
MG;-21004;-46834;Ouro
MG;-19731;-44889;Ouro
MG;-19717;-44898;Ouro
MG;-19740;-44883;Ouro
MG;-19739;-44884;Ouro
MG;-19678;-44894;Ouro
TO;-11929;-47611;Ouro
TO;-11699;-47154;Ouro
TO;-11667;-47157;Ouro
MG;-19714;-44901;Ouro
MG;-19794;-44678;Ouro
TO;-11334;-47728;Ouro
TO;-11641;-47669;Ouro
TO;-11930;-47610;Ouro
TO;-11620;-47751;Ouro
TO;-11587;-47727;Ouro
TO;-11065;-47559;Ouro
GO;-16347;-50808;Ouro
GO;-16456;-49959;Ouro
MT;-10023;-59507;Ouro
MT;-10045;-59510;Ouro
MT;-10118;-59576;Ouro
MT;-10055;-59494;Ouro
MT;-10059;-59491;Ouro
MT;-10133;-59200;Ouro
MT;-10078;-59499;Ouro
AM;-7075;-61287;Ouro
AM;-7097;-60068;Ouro
BA;-15947;-39562;Ouro
PA;-296;-53869;Ouro
PA;-298;-53043;Ouro
PA;-298;-53043;Ouro
PA;-87;-53113;Ouro
PA;-10;-53166;Ouro
PA;-73;-53311;Ouro
PA;-198;-53163;Ouro
PA;-147;-53279;Ouro
PA;-70;-53232;Ouro
PA;-241;-52955;Ouro
PA;-42;-53159;Ouro
PA;-108;-53312;Ouro
BA;-10691;-40378;Ouro
BA;-10696;-40375;Ouro
BA;-10637;-40363;Ouro
BA;-10700;-40373;Ouro
BA;-10827;-40407;Ouro
BA;-11225;-40518;Ouro
BA;-11194;-40506;Ouro
