uf;latitude;longitude;substancia
MT;-14555;-59784;Ouro
MT;-15100;-59993;Ouro
MT;-15668;-59153;Ouro
MT;-15200;-58734;Ouro
MT;-15340;-59269;Ouro
MT;-15430;-59135;Ouro
MT;-15317;-58217;Ouro
MT;-15417;-58159;Ouro
RR;4027;-64246;Ouro
AM;790;-63200;Ouro
RR;1318;-60098;Ouro
RR;1683;-61134;Ouro
RR;2200;-61584;Ouro
RR;2672;-62673;Ouro
RR;2709;-62600;Ouro
PA;-6000;-49780;Ouro
PA;-6040;-49760;Ouro
PA;-6060;-49680;Ouro
PA;-6060;-49590;Ouro
PA;-6080;-49560;Ouro
PA;-6090;-49520;Ouro
PA;-6100;-49610;Ouro
PA;-6100;-49660;Ouro
PA;-6140;-49640;Ouro
PA;-6090;-49770;Ouro
PA;-6160;-50320;Ouro
PA;-6030;-50590;Ouro
PA;-6030;-50580;Ouro
PA;-6140;-51960;Ouro
GO;-14557;-50007;Ouro
MG;-17996;-43562;Ouro
PA;-7797;-50495;Ouro
PA;-7913;-50559;Ouro
PA;540;-53710;Ouro
PA;-129;-53701;Ouro
PA;500;-53740;Ouro
GO;-14589;-48757;Ouro
AP;690;-52220;Ouro
AP;2720;-51930;Ouro
MT;-15267;-59267;Ouro
MT;-15379;-59267;Ouro
MT;-15337;-59256;Ouro
MT;-15350;-59267;Ouro
MT;-15292;-58234;Ouro
MG;-20178;-43715;Ouro
MG;-20275;-43621;Ouro
AM;1655;-68035;Ouro
MG;-17220;-42599;Ouro
MG;-17307;-42303;Ouro
MG;-18982;-43276;Ouro
MG;-21825;-45555;Ouro
GO;-15913;-49965;Ouro
MT;-9637;-59455;Ouro
RO;-12280;-64185;Ouro
RO;-12248;-63807;Ouro
RO;-12739;-60819;Ouro
MT;-14657;-56441;Ouro
PB;-7210;-37465;Ouro
CE;-6750;-38967;Ouro
BA;-11449;-39106;Ouro
BA;-11412;-38998;Ouro
RO;-11944;-62365;Ouro
RO;-11544;-60453;Ouro
RO;-8967;-63960;Ouro
PA;-5542;-57601;Ouro
PA;-6935;-57003;Ouro
PA;-6842;-57025;Ouro
PA;-6940;-56993;Ouro
PA;-7400;-54800;Ouro
PA;-7213;-56860;Ouro
PB;-7229;-37469;Ouro
MT;-10234;-55000;Ouro
MT;-9334;-57091;Ouro
MT;-9508;-56361;Ouro
MT;-9631;-55955;Ouro
PA;-5482;-57617;Ouro
RR;3126;-63707;Ouro
RR;3402;-63789;Ouro
RR;3140;-63230;Ouro
RR;3382;-64151;Ouro
RR;2214;-63367;Ouro
PA;-7000;-56892;Ouro
RR;4718;-60482;Ouro
GO;-15923;-50084;Ouro
PA;-1270;-46220;Ouro
PA;-6970;-51000;Ouro
RO;-12237;-63484;Ouro
AM;1929;-68147;Ouro
PA;-5613;-54474;Ouro
PA;-5772;-56912;Ouro
PA;-6453;-56016;Ouro
GO;-13435;-48049;Ouro
BA;-14134;-41513;Ouro
AM;-6017;-58150;Ouro
GO;-15668;-49057;Ouro
RN;-6082;-38326;Ouro
AM;-739;-69582;Ouro
AM;-668;-69555;Ouro
AM;-572;-69527;Ouro
AM;-397;-69642;Ouro
AM;-462;-69629;Ouro
PA;-6248;-56568;Ouro
RR;3997;-64490;Ouro
PA;-5752;-57915;Ouro
PA;-6334;-56434;Ouro
PA;-6117;-56467;Ouro
BA;-11453;-42485;Ouro
PA;-7976;-56050;Ouro
PA;-5415;-57509;Ouro
PA;-5572;-56968;Ouro
PA;-5252;-56811;Ouro
PA;-6005;-58000;Ouro
PA;-5586;-56626;Ouro
PA;-5721;-56221;Ouro
PA;-6780;-56239;Ouro
PA;-5884;-56550;Ouro
BA;-12814;-42186;Ouro
BA;-12680;-42164;Ouro
BA;-11006;-39313;Ouro
RO;-9585;-64921;Ouro
RR;3051;-63783;Ouro
RR;2448;-62818;Ouro
RR;2628;-63016;Ouro
RR;2718;-62670;Ouro
AM;1754;-67962;Ouro
AM;1819;-67944;Ouro
AM;1781;-68160;Ouro
AM;1871;-68192;Ouro
BA;-14417;-42482;Ouro
BA;-13352;-42086;Ouro
BA;-13474;-42011;Ouro
BA;-13498;-42199;Ouro
RO;-11889;-62258;Ouro
RO;-12687;-62050;Ouro
PA;350;-53700;Ouro
AP;775;-51736;Ouro
AP;710;-52300;Ouro
AP;680;-52190;Ouro
RR;2732;-63567;Ouro
RR;3596;-63342;Ouro
AM;-462;-69535;Ouro
AM;-388;-69566;Ouro
AM;-487;-69514;Ouro
PA;-7084;-56779;Ouro
PA;-6928;-56996;Ouro
BA;-13417;-41755;Ouro
PA;-304;-53763;Ouro
PA;-3811;-51294;Ouro
MG;-21820;-45434;Ouro
BA;-12733;-42205;Ouro
MG;-20011;-43682;Ouro
MG;-20187;-43824;Ouro
PE;-7765;-39306;Ouro
PE;-7761;-39248;Ouro
PA;-6917;-50041;Ouro
BA;-11423;-42553;Ouro
PA;-7050;-56917;Ouro
PA;-5217;-56834;Ouro
RR;4750;-60050;Ouro
RR;4744;-60675;Ouro
RR;4627;-60478;Ouro
MT;-10250;-55067;Ouro
MT;-15336;-58209;Ouro
PA;-6020;-50507;Ouro
RO;-8835;-64028;Ouro
RS;-30798;-53944;Ouro
SE;-10797;-37407;Ouro
RO;-11897;-62241;Ouro
MT;-15315;-56190;Ouro
MG;-21827;-45549;Ouro
RO;-13100;-60873;Ouro
SC;-27044;-48871;Ouro
PA;-7082;-56639;Ouro
PA;-6818;-56836;Ouro
PA;-5917;-57367;Ouro
PA;-5041;-56996;Ouro
RO;-11970;-61685;Ouro
MT;-15383;-59273;Ouro
PA;-6338;-55762;Ouro
PA;-8034;-55250;Ouro
PA;-6374;-56271;Ouro
RR;3731;-63600;Ouro
PB;-7279;-37153;Ouro
TO;-7817;-48428;Ouro
MT;-9493;-56484;Ouro
PA;-5631;-56712;Ouro
BA;-12759;-42228;Ouro
PA;-6189;-55984;Ouro
RN;-5983;-36149;Ouro
PA;-5036;-57311;Ouro
BA;-13398;-42225;Ouro
MA;-1390;-45760;Ouro
AM;1844;-68140;Ouro
PA;328;-53417;Ouro
RR;3000;-63566;Ouro
PA;-5970;-49670;Ouro
MG;-19775;-42879;Ouro
PA;-7222;-50782;Ouro
PA;550;-53750;Ouro
RR;2578;-63877;Ouro
AM;-881;-69453;Ouro
MG;-19275;-41683;Ouro
AP;380;-51740;Ouro
MT;-15553;-56042;Ouro
GO;-16484;-50795;Ouro
PA;-6920;-49940;Ouro
PA;-6700;-50081;Ouro
PA;-5063;-49578;Ouro
RR;2529;-63749;Ouro
PE;-7823;-39277;Ouro
PA;-7200;-50120;Ouro
PA;-6662;-50174;Ouro
MT;-16303;-56653;Ouro
BA;-13131;-42200;Ouro
PA;-3614;-51964;Ouro
RR;2662;-63068;Ouro
MG;-19999;-43460;Ouro
MG;-19925;-43738;Ouro
PB;-7705;-37934;Ouro
PB;-7642;-38075;Ouro
RO;-9583;-64927;Ouro
AP;2510;-51770;Ouro
MG;-20263;-43435;Ouro
RR;3554;-62241;Ouro
GO;-14274;-48703;Ouro
MG;-21813;-45529;Ouro
MG;-21835;-45463;Ouro
MG;-21823;-45566;Ouro
BA;-10709;-40403;Ouro
BA;-10923;-40445;Ouro
BA;-13210;-41617;Ouro
MT;-13853;-60334;Ouro
MT;-15000;-59284;Ouro
PA;-6020;-49630;Ouro
GO;-13957;-49079;Ouro
RN;-5967;-36800;Ouro
TO;-13125;-48292;Ouro
RO;-9801;-65617;Ouro
RO;-10967;-63800;Ouro
RO;-11909;-62905;Ouro
PB;-7696;-37938;Ouro
RS;-30824;-53925;Ouro
MG;-21843;-45541;Ouro
MG;-21840;-45529;Ouro
MG;-21816;-45531;Ouro
MG;-21817;-45555;Ouro
MG;-21850;-45462;Ouro
MG;-18624;-43421;Ouro
BA;-11455;-39080;Ouro
PA;-5928;-56565;Ouro
RR;2083;-59750;Ouro
GO;-14547;-49584;Ouro
PA;-6680;-56784;Ouro
GO;-13270;-46898;Ouro
GO;-15359;-48967;Ouro
GO;-14962;-49276;Ouro
RS;-30910;-53444;Ouro
PA;-7120;-50760;Ouro
PA;-7150;-50004;Ouro
PA;-8690;-50960;Ouro
AP;1730;-51050;Ouro
AP;3711;-51694;Ouro
AP;1480;-50900;Ouro
AP;1100;-51990;Ouro
RR;2538;-63767;Ouro
AM;-973;-69419;Ouro
MT;-16268;-56767;Ouro
MT;-16132;-56492;Ouro
MT;-15684;-56401;Ouro
PA;-6415;-56058;Ouro
BA;-13500;-41834;Ouro
PA;-7064;-56938;Ouro
PA;-7138;-56862;Ouro
GO;-13934;-49232;Ouro
GO;-15931;-49519;Ouro
AM;-2136;-69120;Ouro
GO;-16167;-52384;Ouro
MG;-20361;-43253;Ouro
MG;-20429;-43408;Ouro
MG;-19764;-42850;Ouro
AM;-6417;-58250;Ouro
PA;-6067;-56300;Ouro
RO;-11734;-62175;Ouro
RO;-11829;-62141;Ouro
RO;-11572;-62385;Ouro
PA;-6600;-51260;Ouro
PA;-7550;-50680;Ouro
PA;-7720;-50690;Ouro
PA;-6277;-50813;Ouro
PA;-6324;-50521;Ouro
PA;-6329;-49929;Ouro
PA;-7400;-50170;Ouro
PA;-3520;-51730;Ouro
PA;-3657;-51677;Ouro
RR;2916;-63142;Ouro
RR;2373;-63171;Ouro
PA;-6997;-56467;Ouro
PA;-7635;-56742;Ouro
GO;-16334;-50865;Ouro
AM;860;-63272;Ouro
BA;-10933;-39383;Ouro
BA;-13584;-41867;Ouro
MG;-21823;-45439;Ouro
MG;-21825;-45431;Ouro
GO;-16695;-50568;Ouro
PA;-6170;-50950;Ouro
PA;-5963;-49819;Ouro
PA;-6157;-51681;Ouro
AP;1000;-52150;Ouro
MG;-20918;-44081;Ouro
GO;-14655;-48745;Ouro
MG;-20017;-43500;Ouro
MG;-20199;-43397;Ouro
PA;-6410;-49690;Ouro
AP;1770;-52050;Ouro
AP;1597;-51256;Ouro
AP;1720;-53110;Ouro
BA;-13519;-42138;Ouro
BA;-11227;-40515;Ouro
CE;-6067;-38317;Ouro
CE;-4020;-40439;Ouro
BA;-10925;-39288;Ouro
BA;-10930;-39238;Ouro
BA;-11171;-40468;Ouro
BA;-11414;-39013;Ouro
BA;-11410;-40523;Ouro
BA;-10793;-40409;Ouro
BA;-13262;-41864;Ouro
BA;-13323;-41859;Ouro
BA;-13410;-41293;Ouro
BA;-13600;-41820;Ouro
BA;-13789;-41663;Ouro
MG;-21847;-45395;Ouro
MG;-21854;-45384;Ouro
RO;-8634;-63851;Ouro
MT;-13318;-60364;Ouro
RO;-10175;-65290;Ouro
RO;-13227;-60373;Ouro
RO;-9600;-64905;Ouro
GO;-14450;-48324;Ouro
BA;-13357;-44634;Ouro
BA;-13348;-42095;Ouro
TO;-10737;-48588;Ouro
MG;-17211;-46891;Ouro
MG;-19945;-43451;Ouro
MG;-19997;-43498;Ouro
MG;-20000;-43880;Ouro
PA;-6235;-56739;Ouro
BA;-11364;-40502;Ouro
BA;-13267;-41925;Ouro
BA;-15817;-39250;Ouro
PA;-7273;-56315;Ouro
RR;3436;-62078;Ouro
PA;-5613;-57239;Ouro
GO;-13748;-47463;Ouro
MT;-9811;-55046;Ouro
;4159;-59687;Ouro
;4516;-60084;Ouro
;4641;-60079;Ouro
;4495;-59997;Ouro
;4505;-60138;Ouro
;4527;-60160;Ouro
;4429;-59759;Ouro
;-9767;-65336;Ouro
;-9709;-65486;Ouro
RN;-6081;-38326;Ouro
CE;-6761;-38976;Ouro
MA;-1474;-45759;Ouro
MA;-1315;-45963;Ouro
MA;-1412;-45836;Ouro
MA;-1454;-45855;Ouro
MA;-1416;-45841;Ouro
MA;-1378;-45832;Ouro
MA;-1294;-45755;Ouro
MA;-1290;-45744;Ouro
MA;-1368;-45913;Ouro
MA;-1350;-45844;Ouro
MA;-1479;-45761;Ouro
MA;-1457;-45875;Ouro
MA;-1446;-45888;Ouro
MA;-1464;-45909;Ouro
MA;-1368;-45946;Ouro
MA;-1398;-45859;Ouro
MA;-1341;-45921;Ouro
MA;-1349;-45916;Ouro
MA;-1307;-45802;Ouro
MA;-1293;-45767;Ouro
MA;-1299;-45765;Ouro
MA;-1280;-45714;Ouro
MA;-1288;-45720;Ouro
MA;-1283;-45726;Ouro
MA;-1285;-45732;Ouro
MA;-1296;-45735;Ouro
MA;-1296;-45760;Ouro
MA;-1279;-45761;Ouro
MA;-1275;-45765;Ouro
MA;-1467;-45906;Ouro
MA;-1450;-45634;Ouro
MA;-1451;-45669;Ouro
MA;-1483;-45669;Ouro
MA;-1403;-45839;Ouro
MA;-1357;-45885;Ouro
MT;-10658;-54852;Ouro
MT;-9351;-57228;Ouro
MT;-9415;-57325;Ouro
MT;-9187;-58417;Ouro
MT;-9375;-57243;Ouro
MT;-9336;-57051;Ouro
MT;-9379;-57440;Ouro
MT;-9399;-57455;Ouro
MT;-9372;-57485;Ouro
MT;-9376;-57485;Ouro
MT;-9808;-55582;Ouro
MT;-9512;-56584;Ouro
MT;-9518;-56565;Ouro
MT;-9582;-56574;Ouro
MT;-9375;-56581;Ouro
MT;-9823;-55933;Ouro
MT;-9980;-56640;Ouro
MT;-9503;-56600;Ouro
MT;-9793;-55799;Ouro
MT;-9502;-56290;Ouro
MT;-9514;-56567;Ouro
MT;-9502;-56591;Ouro
MT;-9503;-56576;Ouro
MT;-9525;-56479;Ouro
MT;-9527;-56463;Ouro
MT;-9527;-56421;Ouro
MT;-9827;-56059;Ouro
MT;-10037;-55249;Ouro
MT;-10190;-55019;Ouro
PA;-9372;-56557;Ouro
PA;-9357;-56596;Ouro
MT;-9802;-56060;Ouro
MT;-10795;-55605;Ouro
MT;-10396;-56456;Ouro
MT;-10396;-56441;Ouro
MT;-10624;-55735;Ouro
MT;-10243;-55029;Ouro
MT;-10251;-55028;Ouro
MT;-10240;-54883;Ouro
MT;-10826;-55186;Ouro
MT;-10219;-55081;Ouro
MT;-10221;-55030;Ouro
MT;-10185;-55090;Ouro
MT;-10217;-55122;Ouro
MT;-10098;-55086;Ouro
MT;-10181;-54993;Ouro
MT;-10105;-55120;Ouro
MT;-10025;-55010;Ouro
MT;-10110;-55121;Ouro
MT;-10099;-55172;Ouro
MT;-10249;-55033;Ouro
MT;-10187;-55101;Ouro
MT;-10163;-55111;Ouro
MT;-10206;-55060;Ouro
MT;-10195;-55068;Ouro
MT;-10179;-55054;Ouro
MT;-10206;-55028;Ouro
MT;-10171;-54984;Ouro
MT;-10189;-55009;Ouro
MT;-10193;-55020;Ouro
MT;-10202;-55014;Ouro
MT;-10220;-54952;Ouro
MT;-10117;-55066;Ouro
MT;-10104;-55092;Ouro
MT;-10058;-55090;Ouro
MT;-10031;-55112;Ouro
MT;-10036;-55130;Ouro
MT;-10048;-55124;Ouro
MT;-10054;-55107;Ouro
MT;-10009;-55041;Ouro
MT;-10056;-55155;Ouro
MT;-10070;-55142;Ouro
MT;-10045;-55142;Ouro
MT;-10021;-55011;Ouro
MT;-10086;-54522;Ouro
MT;-10103;-55122;Ouro
MT;-10204;-55034;Ouro
MT;-10110;-55116;Ouro
MT;-10125;-55079;Ouro
MT;-10020;-55006;Ouro
MT;-10206;-55048;Ouro
MT;-10060;-59490;Ouro
MT;-10710;-58780;Ouro
RR;3608;-61880;Ouro
RR;3939;-61989;Ouro
RR;3886;-61951;Ouro
RR;3872;-61879;Ouro
RR;3870;-61846;Ouro
RR;3876;-61820;Ouro
RR;3894;-61817;Ouro
RR;3862;-61788;Ouro
RR;3853;-61741;Ouro
RR;3852;-61741;Ouro
RR;3892;-61542;Ouro
RR;3784;-61961;Ouro
RR;3515;-61939;Ouro
RR;3677;-61930;Ouro
RR;3653;-61916;Ouro
RR;3652;-61880;Ouro
RR;3529;-61930;Ouro
RR;3882;-61699;Ouro
RR;3900;-61665;Ouro
RR;3907;-61663;Ouro
RR;3935;-61641;Ouro
RR;3946;-61568;Ouro
RR;3598;-61886;Ouro
RR;3551;-61915;Ouro
RR;3541;-61890;Ouro
RR;3939;-61932;Ouro
RR;3938;-61928;Ouro
RR;3876;-61724;Ouro
RR;3889;-61723;Ouro
RR;3871;-61707;Ouro
RR;3621;-61637;Ouro
RR;3554;-61738;Ouro
RR;3639;-61724;Ouro
RR;3670;-61745;Ouro
RR;3723;-61720;Ouro
RR;3691;-61700;Ouro
RR;3620;-61855;Ouro
RR;3643;-61622;Ouro
RR;3656;-61734;Ouro
RR;3744;-61533;Ouro
RR;3759;-61544;Ouro
RR;3744;-61557;Ouro
RR;3853;-61762;Ouro
RR;3868;-61887;Ouro
RR;3739;-61572;Ouro
RR;3663;-61600;Ouro
RR;3618;-61577;Ouro
RR;3792;-61507;Ouro
RR;3688;-61620;Ouro
RR;3688;-61614;Ouro
RR;3582;-61578;Ouro
RR;3515;-61899;Ouro
RR;3517;-61885;Ouro
RR;3513;-61878;Ouro
RR;3514;-61873;Ouro
RR;3521;-61862;Ouro
RR;3519;-61874;Ouro
RR;3528;-61855;Ouro
RR;3534;-61838;Ouro
RO;-13157;-60585;Ouro
RO;-13409;-60376;Ouro
RO;-13159;-60506;Ouro
RO;-13100;-60873;Ouro
RO;-13159;-60506;Ouro
RO;-13319;-60381;Ouro
RO;-13189;-60490;Ouro
RO;-13122;-60566;Ouro
MG;-19969;-44429;Ouro
SP;-24518;-48840;Ouro
SP;-24649;-48875;Ouro
PA;-1745;-46540;Ouro
PA;-1890;-46555;Ouro
PA;-1585;-46982;Ouro
PA;-1770;-46544;Ouro
PA;-1769;-46544;Ouro
PA;-1769;-46545;Ouro
PA;-1654;-46871;Ouro
PA;-1771;-46544;Ouro
PA;-1772;-46544;Ouro
MT;-14473;-59828;Ouro
MT;-14490;-59834;Ouro
MT;-14499;-59802;Ouro
MT;-14471;-59829;Ouro
MT;-14463;-59841;Ouro
MT;-14479;-59838;Ouro
MT;-9000;-59121;Ouro
MT;-9152;-58571;Ouro
MT;-9138;-58550;Ouro
MT;-9139;-58562;Ouro
MT;-9126;-58591;Ouro
MT;-9133;-58563;Ouro
MT;-9382;-61205;Ouro
MT;-9074;-60414;Ouro
MG;-18684;-43717;Ouro
MG;-18664;-43770;Ouro
MG;-18648;-43764;Ouro
MG;-18630;-43793;Ouro
MG;-18648;-43814;Ouro
MG;-18617;-43825;Ouro
MG;-18009;-43558;Ouro
MG;-18009;-43542;Ouro
MG;-18042;-43559;Ouro
MG;-18047;-43783;Ouro
MG;-18310;-43977;Ouro
MG;-18670;-43760;Ouro
MG;-18121;-43514;Ouro
GO;-14115;-49279;Ouro
GO;-14139;-49251;Ouro
GO;-14600;-48973;Ouro
GO;-15790;-48607;Ouro
GO;-15800;-49167;Ouro
GO;-15715;-49398;Ouro
GO;-14413;-48232;Ouro
GO;-14512;-48957;Ouro
GO;-15750;-49371;Ouro
GO;-14809;-48727;Ouro
MG;-19280;-41680;Ouro
MG;-19240;-41649;Ouro
MG;-19252;-41633;Ouro
RS;-30392;-53717;Ouro
SC;-27014;-49004;Ouro
GO;-16652;-48603;Ouro
GO;-14646;-49000;Ouro
GO;-14602;-48952;Ouro
GO;-13180;-46824;Ouro
MG;-19535;-41423;Ouro
MG;-19505;-41370;Ouro
MG;-19511;-41375;Ouro
MG;-21772;-43939;Ouro
RS;-30651;-54119;Ouro
MG;-22212;-45708;Ouro
MG;-17567;-43564;Ouro
GO;-16966;-49823;Ouro
GO;-16220;-50822;Ouro
GO;-16430;-49756;Ouro
GO;-16453;-49942;Ouro
GO;-13809;-47465;Ouro
MG;-17165;-46835;Ouro
MG;-17131;-46898;Ouro
GO;-13319;-48038;Ouro
GO;-13317;-48045;Ouro
GO;-13445;-48026;Ouro
GO;-13456;-48024;Ouro
GO;-13655;-47125;Ouro
GO;-13984;-49276;Ouro
RS;-30907;-53830;Ouro
RS;-30846;-53848;Ouro
MG;-19919;-43773;Ouro
MG;-19938;-43806;Ouro
MG;-19935;-43806;Ouro
MG;-19920;-43803;Ouro
MG;-19923;-43812;Ouro
MG;-19909;-43797;Ouro
MG;-19897;-43777;Ouro
MG;-19890;-43785;Ouro
MG;-19880;-43773;Ouro
MG;-19879;-43768;Ouro
MG;-19859;-43731;Ouro
MG;-19853;-43741;Ouro
MG;-19855;-43750;Ouro
MG;-19845;-43742;Ouro
MG;-19848;-43739;Ouro
MG;-19974;-43798;Ouro
MG;-19973;-43814;Ouro
MG;-19969;-43823;Ouro
MG;-19969;-43824;Ouro
MG;-19971;-43819;Ouro
MG;-19986;-43836;Ouro
MG;-19974;-43853;Ouro
MG;-19981;-43911;Ouro
MG;-19748;-43867;Ouro
MG;-19588;-43830;Ouro
MG;-19577;-43885;Ouro
MG;-19541;-43928;Ouro
MG;-20034;-43938;Ouro
MG;-20003;-43879;Ouro
MG;-20005;-43872;Ouro
MG;-20003;-43828;Ouro
MG;-20011;-43838;Ouro
MG;-20009;-43824;Ouro
MG;-20026;-43853;Ouro
MG;-20026;-43845;Ouro
MG;-20024;-43832;Ouro
MG;-20075;-43839;Ouro
MG;-20015;-43698;Ouro
MG;-20043;-43699;Ouro
MG;-20016;-43508;Ouro
MG;-20020;-43511;Ouro
MG;-20020;-43504;Ouro
MG;-20025;-43511;Ouro
MG;-20028;-43511;Ouro
MG;-20115;-43987;Ouro
MG;-20221;-43850;Ouro
MG;-20217;-43845;Ouro
MG;-20230;-43853;Ouro
MG;-20225;-43850;Ouro
MG;-20082;-43833;Ouro
MG;-20101;-43825;Ouro
MG;-20102;-43776;Ouro
MG;-20106;-43774;Ouro
MG;-20153;-43849;Ouro
MG;-20146;-43831;Ouro
MG;-20145;-43767;Ouro
MG;-20147;-43765;Ouro
MG;-20162;-43786;Ouro
MG;-20179;-43770;Ouro
MG;-20240;-43849;Ouro
MG;-20245;-43847;Ouro
MG;-20253;-43849;Ouro
MG;-20139;-43758;Ouro
MG;-20137;-43749;Ouro
MG;-20147;-43740;Ouro
MG;-20157;-43736;Ouro
MG;-20156;-43734;Ouro
MG;-20162;-43733;Ouro
MG;-20170;-43725;Ouro
MG;-20174;-43718;Ouro
MG;-20181;-43713;Ouro
MG;-20184;-43708;Ouro
PA;-7251;-50681;Ouro
PA;-7899;-50968;Ouro
PA;-7752;-50869;Ouro
PA;-5958;-51329;Ouro
PA;-5724;-50911;Ouro
PA;-5983;-51051;Ouro
PA;-2112;-46421;Ouro
PA;-2076;-46437;Ouro
PA;-2096;-46476;Ouro
PA;-2191;-46376;Ouro
PA;-1768;-46545;Ouro
PA;-1740;-46551;Ouro
GO;-16299;-50935;Ouro
GO;-16334;-50887;Ouro
GO;-16267;-50892;Ouro
GO;-16220;-50862;Ouro
GO;-16302;-50868;Ouro
GO;-16250;-50872;Ouro
GO;-16580;-50573;Ouro
GO;-16198;-50875;Ouro
MG;-21775;-45328;Ouro
MG;-21347;-45773;Ouro
MG;-19959;-41838;Ouro
ES;-20508;-41673;Ouro
ES;-20581;-41645;Ouro
MG;-20187;-43705;Ouro
MG;-20192;-43699;Ouro
MG;-20205;-43688;Ouro
MG;-20205;-43685;Ouro
MG;-20211;-43679;Ouro
MG;-18576;-43677;Ouro
MG;-20215;-43666;Ouro
MG;-20217;-43664;Ouro
MG;-20223;-43658;Ouro
MG;-20227;-43649;Ouro
MG;-20235;-43638;Ouro
MG;-20238;-43633;Ouro
MG;-20238;-43631;Ouro
MG;-20244;-43646;Ouro
MG;-20254;-43639;Ouro
MG;-20253;-43635;Ouro
MG;-20248;-43614;Ouro
MG;-20255;-43599;Ouro
MG;-20268;-43620;Ouro
MG;-20277;-43623;Ouro
GO;-16453;-49944;Ouro
GO;-16120;-51009;Ouro
GO;-14239;-49379;Ouro
GO;-14587;-49931;Ouro
TO;-11676;-47143;Ouro
MT;-16250;-56617;Ouro
MT;-15541;-56045;Ouro
GO;-13959;-49403;Ouro
GO;-13952;-49238;Ouro
GO;-13975;-49173;Ouro
GO;-15906;-50084;Ouro
GO;-16252;-47886;Ouro
BA;-10975;-39289;Ouro
BA;-10962;-39291;Ouro
BA;-10098;-39534;Ouro
MG;-16061;-43137;Ouro
MT;-10136;-55060;Ouro
MT;-10721;-54916;Ouro
MT;-10380;-54807;Ouro
MT;-10225;-55097;Ouro
MT;-10730;-54930;Ouro
MT;-10668;-54949;Ouro
MT;-9373;-57540;Ouro
MT;-9412;-57401;Ouro
MT;-10102;-55064;Ouro
MT;-9382;-57230;Ouro
MT;-10143;-55231;Ouro
MT;-10166;-55182;Ouro
MT;-10272;-54961;Ouro
GO;-14420;-47398;Ouro
GO;-14043;-47180;Ouro
GO;-13781;-47454;Ouro
GO;-13591;-48104;Ouro
GO;-13534;-48058;Ouro
RS;-30949;-52605;Ouro
RS;-31030;-54062;Ouro
RS;-31066;-54269;Ouro
ES;-19506;-40890;Ouro
MG;-19973;-43211;Ouro
MG;-19971;-43223;Ouro
ES;-20622;-41625;Ouro
MG;-18652;-43667;Ouro
MG;-18622;-43851;Ouro
MG;-18633;-43808;Ouro
MG;-18673;-43772;Ouro
MG;-18994;-43442;Ouro
MG;-18767;-42718;Ouro
MG;-18864;-42944;Ouro
PA;-9471;-51163;Ouro
GO;-16500;-50504;Ouro
GO;-16340;-50791;Ouro
GO;-16352;-52056;Ouro
GO;-13776;-47417;Ouro
GO;-13788;-47382;Ouro
GO;-13819;-47352;Ouro
MG;-19282;-41781;Ouro
MG;-19477;-41382;Ouro
MG;-17403;-42867;Ouro
MG;-17064;-42616;Ouro
MG;-17658;-42651;Ouro
MG;-16882;-42349;Ouro
MG;-21824;-45500;Ouro
MG;-21899;-45740;Ouro
MG;-21250;-42217;Ouro
MG;-21433;-42563;Ouro
MG;-20274;-43580;Ouro
MG;-20284;-43582;Ouro
MG;-20311;-43603;Ouro
MG;-20295;-43587;Ouro
MG;-20295;-43578;Ouro
MG;-20304;-43580;Ouro
MG;-20296;-43568;Ouro
MG;-20293;-43563;Ouro
MG;-20290;-43562;Ouro
MG;-20295;-43560;Ouro
MG;-20299;-43560;Ouro
MG;-20314;-43576;Ouro
MG;-20309;-43541;Ouro
MG;-20130;-43649;Ouro
MG;-20129;-43650;Ouro
MG;-20174;-43607;Ouro
MG;-20317;-44119;Ouro
MG;-20328;-44081;Ouro
MG;-20328;-44026;Ouro
MG;-20292;-43895;Ouro
MG;-20309;-43901;Ouro
MG;-20312;-43901;Ouro
MG;-20329;-43899;Ouro
MG;-20343;-43894;Ouro
MG;-20351;-43883;Ouro
MG;-20355;-43876;Ouro
MG;-20286;-43864;Ouro
MG;-18725;-43387;Ouro
MG;-18805;-43171;Ouro
GO;-13934;-49132;Ouro
GO;-13934;-49116;Ouro
GO;-13853;-49113;Ouro
GO;-13896;-49023;Ouro
GO;-13896;-49016;Ouro
GO;-14777;-49593;Ouro
GO;-14734;-49547;Ouro
GO;-14777;-49547;Ouro
GO;-14499;-49987;Ouro
GO;-14478;-49956;Ouro
GO;-14638;-49648;Ouro
GO;-14563;-49635;Ouro
MG;-16900;-42944;Ouro
MG;-20350;-43561;Ouro
MG;-20332;-43523;Ouro
MG;-20335;-43515;Ouro
MG;-20341;-43503;Ouro
MG;-20442;-43617;Ouro
MG;-20452;-43610;Ouro
MG;-20500;-43667;Ouro
MG;-20525;-43824;Ouro
MG;-20534;-43819;Ouro
MG;-20537;-43816;Ouro
MG;-20531;-43808;Ouro
MG;-20552;-43791;Ouro
MG;-20559;-43774;Ouro
MG;-20562;-43772;Ouro
MG;-20562;-43770;Ouro
MG;-20565;-43775;Ouro
MG;-20564;-43762;Ouro
MG;-20565;-43755;Ouro
MG;-20569;-43762;Ouro
MG;-20573;-43773;Ouro
MG;-20577;-43766;Ouro
MG;-20582;-43758;Ouro
MG;-20582;-43755;Ouro
MG;-20588;-43756;Ouro
MG;-20585;-43752;Ouro
MG;-20587;-43751;Ouro
MG;-20584;-43749;Ouro
MG;-20586;-43745;Ouro
